"Address","Response_Address","Response_X","Response_Y"
"®ç¶é¥«¤¤Ãc°ÏÀs¿³¸ô¥|¤G¤@¸¹¤@¼Ó","®ç¶é¥«¤¤Ãc°ÏÀs¼w¨½4¾FÀs¿³¸ô421¸¹","121.242157","24.940611"
"®ç¶é¥«¤¤Ãc°Ï¤¤Â×¸ô180¸¹1¼Ó","®ç¶é¥«¤¤Ãc°Ï¿³¥­¨½10¾F¤¤Â×¸ô180¸¹","121.219637","24.961185"
"®ç¶é¥«¥­Âí°Ï¤¤Â×¸ô«n¶Õ¤G¬q¥|¤»¡³«Ñ¤@¡³¤K¸¹","®ç¶é¥«¥­Âí°Ï«n¶Õ¨½6¾F¤¤Â×¸ô«n¶Õ¤G¬q1¤§1¸¹","121.211646","24.919786"
"®ç¶é¥«¥­Âí°ÏÃö·Ý¥_¸ô¤@¤@¤C¸¹","®ç¶é¥«¥­Âí°Ï¥_¿³¨½31¾FÃö·Ý¥_¸ô117¸¹","121.217782","24.932762"
"®ç¶é¥«¥­Âí°ÏÃö·ÝªF¸ô¢±¢±¸¹","®ç¶é¥«¥­Âí°Ï¥_¶Q¨½18¾FÃö·ÝªF¸ô2¤§1¸¹","121.219917","24.929133"
"®ç¶é¥«¥­Âí°ÏÃö·ÝªF¸ô37«Ñ1¸¹2¼Ó","®ç¶é¥«¥­Âí°Ï¥_¶Q¨½20¾FÃö·ÝªF¸ô37«Ñ1¸¹","121.221357","24.928779"
"®ç¶é¥«¥­Âí°ÏÃö·ÝªF¸ô¤@¤G¸¹","®ç¶é¥«¥­Âí°Ï¥_¶Q¨½18¾FÃö·ÝªF¸ô12¸¹","121.220682","24.928572"
"®ç¶é¥«¥­Âí°Ï¤¤±e¸ô¤@¬q¤@¤G¤E¤§¤T¸¹","®ç¶é¥«¥­Âí°ÏÂí¿³¨½22¾F¤¤±e¸ô¤@¬q129¤§1¸¹","121.200503","24.908567"
"®ç¶é¥«¥­Âí°Ï¤¤¿³¸ô¥|¤E¤T¡D¥|¤E¤­¸¹","®ç¶é¥«¥­Âí°ÏÂí¿³¨½13¾F¤¤¿³¸ô¥­Âí¬q263¤§1¸¹","121.191058","24.904353"
"®ç¶é¥«¥­Âí°Ï¤¤¿³¸ô¥­Âí¬q¤­¤G¤C¸¹","®ç¶é¥«¥­Âí°ÏÂí¿³¨½18¾F¤¤¿³¸ô¥­Âí¬q527¸¹","121.194002","24.897129"
"®ç¶é¥«¥­Âí°Ï«n¥­¸ô¤G¬q¥|¤K¤C¸¹¤@¼Ó","®ç¶é¥«¥­Âí°ÏÂí¿³¨½3¾F«n¥­¸ô¤G¬q487¸¹","121.192033","24.921649"
"®ç¶é¥«¥­Âí°Ï¿³¶©¸ô¢¸¢°¸¹","®ç¶é¥«¥­Âí°ÏÂí¿³¨½16¾F¿³¶©¸ô91¸¹","121.190062","24.899314"
"®ç¶é¥«¥­Âí°Ï¿³¶©¸ô¤G¤T¡³¸¹","®ç¶é¥«¥­Âí°ÏÂí¿³¨½16¾F¿³¶©¸ô2¤§1¸¹","121.189542","24.905682"
"®ç¶é¥«¥­Âí°Ï±R¸q¤­µó¤»«Ñ¤T¸¹¤@¼Ó","®ç¶é¥«¥­Âí°Ï¥­¿³¨½10¾F±R¸q¤­µó6«Ñ3¸¹","121.205141","24.943848"
"®ç¶é¥«¥­Âí°Ï·s¥ú¸ô¤G¬q¤K¤T¸¹","®ç¶é¥«¥­Âí°Ï¼s¤¯¨½1¾F·s¥ú¸ô¤G¬q83¸¹","121.204851","24.931195"
"®ç¶é¥«¥­Âí°Ï¼s¸qµó¤@¤K¸¹¤@¼Ó","®ç¶é¥«¥­Âí°Ï¥­¿³¨½14¾F¼s¸qµó18¸¹","121.203509","24.945442"
"®ç¶é¥«¥­Âí°Ï¤Ó¥­ªF¸ô¤T¸¹","®ç¶é¥«¥­Âí°Ï·s¦w¨½1¾F¤Ó¥­ªF¸ô1¤§20¸¹","121.250242","24.904105"
"®ç¶é¥«¥­Âí°ÏªF¥ú¸ô¤@¤­¸¹","®ç¶é¥«¥­Âí°Ï·s¦w¨½19¾FªF¥ú¸ô15¸¹","121.254011","24.918219"
"®ç¶é¥«¥­Âí°Ïª÷?´ò¤­¤­¤§¤G¸¹","®ç¶é¥«¥­Âí°Ï¥_¶Q¨½13¾F¤j´¼µó1¤§1¸¹","121.227058","24.928842"
"®ç¶é¥«¥­Âí°Ï¤¤Â×¸ô«n¶Õ¤G¬q¥|¤»¡³«Ñ¤@¤@¤C¸¹","®ç¶é¥«¥­Âí°Ï«n¶Õ¨½35¾F¤¤Â×¸ô«n¶Õ¤G¬q117¸¹","121.210882","24.915978"
"®ç¶é¥«¥­Âí°Ï¤¤Â×¸ô«n¶Õ¤G¬q¥|¤»¡³«Ñ¤@¤@¤E¸¹","®ç¶é¥«¥­Âí°Ï«n¶Õ¨½35¾F¤¤Â×¸ô«n¶Õ¤G¬q119¸¹","121.210874","24.915875"
"®ç¶é¥«¥­Âí°Ï¤Ñ¬zµó¢°¢¶¢°¸¹","®ç¶é¥«¥­Âí°Ï¥­«n¨½40¾F¤Ñ¬zµó171¸¹","121.207396","24.908529"
"®ç¶é¥«¥­Âí°Ï¤¤Â×¸ô¤G¬q¤»¸¹¤@¼Ó","®ç¶é¥«¥­Âí°Ï¥­¦w¨½1¾F¤¤Â×¸ô«n¶Õ¤@¬q6¸¹","121.211949","24.924733"
"®ç¶é¥«¥­Âí°Ï¤¤Â×¸ô¤G¬q¥|¤G¸¹","®ç¶é¥«¥­Âí°Ï¥­¦w¨½24¾F¤¤Â×¸ô«n¶Õ¤G¬q42¸¹","121.210957","24.918637"
"®ç¶é¥«¥­Âí°Ï¤Ó¥­ªF¸ô1-21¸¹3¼Ó","®ç¶é¥«¥­Âí°Ï·s¦w¨½1¾F¤Ó¥­ªF¸ô1¤§21¸¹","121.250553","24.904205"
"®ç¶é¥«¥­Âí°Ï¤Ó¥­ªF¸ô¢°¤§¢±¢°¸¹¡]¦a¤U¼h¡B1¡B2¡B3¡B4¡B5¼Ó¡^","®ç¶é¥«¥­Âí°Ï·s¦w¨½1¾F¤Ó¥­ªF¸ô1¤§21¸¹","121.250553","24.904205"
"®ç¶é¥«¥­Âí°Ï¬x¦`¸ô¤G¤T¡³¸¹","®ç¶é¥«¥­Âí°Ï·s¦w¨½1¾F¬x¦`¸ô326¤§1¸¹","121.249312","24.907149"
"®ç¶é¥«¥­Âí°Ï¬x¦`¸ô¤T¤C¤K¸¹","®ç¶é¥«¥­Âí°ÏªF¶Õ¨½16¾F¬x¦`¸ô378¤§16¸¹","121.247924","24.903298"
"®ç¶é¥«¥­Âí°Ï¤u·~¤@¸ô¢°¢³¤§¢±¸¹¢°¼Ó","®ç¶é¥«¥­Âí°Ï´éÂ×¨½15¾F¤u·~¤@¸ô14¤§2¸¹","121.204419","24.905456"
"®ç¶é¥«¥­Âí°Ï¤u·~¤@¸ô¤@¡³¸¹","®ç¶é¥«¥­Âí°Ï´éÂ×¨½15¾F¤u·~¤@¸ô1¤§1¸¹","121.204231","24.900555"
"®ç¶é¥«¥­Âí°Ï¤u·~¤@¸ô¤@¥|¤§¤G¡B¤@¥|¤§¤E¸¹¥|¼Ó","®ç¶é¥«¥­Âí°Ï´éÂ×¨½15¾F¤u·~¤@¸ô1¤§1¸¹","121.204231","24.900555"
"®ç¶é¥«¥­Âí°Ï¤u·~¤C¸ô8¸¹1¼Ó","®ç¶é¥«¥­Âí°Ï´é¦w¨½21¾F¤u·~¤C¸ô8¸¹","121.204630","24.898096"
"®ç¶é¥«¥­Âí°Ï¤u·~¤C¸ô¤K¸¹","®ç¶é¥«¥­Âí°Ï´é¦w¨½21¾F¤u·~¤C¸ô8¸¹","121.204630","24.898096"
"®ç¶é¥«¥­Âí°Ï¤u·~¤C¸ô¤»¸¹","®ç¶é¥«¥­Âí°Ï´é¦w¨½21¾F¤u·~¤C¸ô6¸¹","121.204562","24.898649"
"®ç¶é¥«¥­Âí°Ï¤u·~¤G¸ô7¸¹","®ç¶é¥«¥­Âí°Ï´éÂ×¨½15¾F¤u·~¤G¸ô7¸¹","121.201598","24.902529"
"®ç¶é¥«¥­Âí°Ï¤u·~¤G¸ô¤@¤C¸¹","®ç¶é¥«¥­Âí°Ï´éÂ×¨½15¾F¤u·~¤G¸ô17¸¹","121.201044","24.904974"
"®ç¶é¥«¥­Âí°Ï¤u·~¤G¸ô¤@¤­¸¹","®ç¶é¥«¥­Âí°Ï´éÂ×¨½15¾F¤u·~¤G¸ô15¸¹","121.201393","24.905026"
"®ç¶é¥«¥­Âí°Ï¤u·~¤G¸ô¤G¤§¤@¸¹","®ç¶é¥«¥­Âí°Ï´éÂ×¨½15¾F¤u·~¤G¸ô2¤§1¸¹","121.202738","24.901132"
"®ç¶é¥«¥­Âí°Ï¤u·~¤Q¤G¸ô¢°¸¹","®ç¶é¥«¥­Âí°Ï´é¦w¨½21¾F¤u·~¤Q¤G¸ô1¸¹","121.203882","24.897264"
"®ç¶é¥«¥­Âí°Ï¤u·~¤Q¤G¸ô¤G¸¹","®ç¶é¥«¥­Âí°Ï´é¦w¨½21¾F¤u·~¤Q¤G¸ô2¸¹","121.203064","24.897166"
"®ç¶é¥«¥­Âí°Ï¤u·~¤Q¤G¸ô¤­¸¹","®ç¶é¥«¥­Âí°Ï´é¦w¨½21¾F¤u·~¤Q¤G¸ô5¸¹","121.203696","24.896257"
"®ç¶é¥«¥­Âí°Ï¤u·~¤T¸ô¤@¤§¤@¸¹","®ç¶é¥«¥­Âí°Ï´éÂ×¨½15¾F¤u·~¤T¸ô1¤§1¸¹","121.199716","24.900714"
"®ç¶é¥«¥­Âí°Ï¤u·~¤T¸ô¤C¸¹","®ç¶é¥«¥­Âí°Ï´éÂ×¨½15¾F¤u·~¤T¸ô7¸¹","121.199533","24.902314"
"®ç¶é¥«¥­Âí°Ï¤u·~«n¸ô¤@¤­¤E¸¹¤@¼Ó","®ç¶é¥«¥­Âí°Ï´é¦w¨½15¾F¤u·~«n¸ô159¸¹","121.200930","24.896257"
"®ç¶é¥«¥­Âí°Ï¦Û¥Ñµó¤C«Ñ¥|¤»¡B¥|¤K¸¹¤@¼Ó","®ç¶é¥«¥­Âí°Ï´é¦w¨½5¾F¦Û¥Ñµó7«Ñ7¸¹","121.203726","24.890763"
"®ç¶é¥«¥­Âí°Ï¥­ªF¸ô¤@¬q¤@¤C¤K«Ñ¤G¤»§Ë¤@¡³¸¹","®ç¶é¥«¥­Âí°Ï«Ø¦w¨½25¾F¥­ªF¸ô¤@¬q178«Ñ26§Ë1¸¹","121.232886","24.913434"
"®ç¶é¥«¥­Âí°Ï¥­ªF¸ô¤@¬q¤@¤C¤K«Ñ¤G¤»§Ë¤@¸¹¡B¤T¸¹","®ç¶é¥«¥­Âí°Ï«Ø¦w¨½25¾F¥­ªF¸ô¤@¬q178«Ñ26§Ë1¸¹","121.232886","24.913434"
"®ç¶é¥«¥­Âí°Ï¥­ªF¸ô¤@¬q¤@¤C¤K«Ñ¤T¤K§Ë¤G¸¹","®ç¶é¥«¥­Âí°Ï«Ø¦w¨½25¾F¥­ªF¸ô¤@¬q178«Ñ38§Ë2¸¹","121.232934","24.913762"
"®ç¶é¥«¥­Âí°Ï¤u·~¤Q¸ô8¤§1¸¹","®ç¶é¥«¥­Âí°Ï´é¦w¨½21¾F¤u·~¤Q¸ô8¤§2¸¹","121.202680","24.897615"
"®ç¶é¥«¥­Âí°Ïª÷³®¸ô4¬q477«Ñ10¸¹","®ç¶é¥«¥­Âí°Ï«Ø¦w¨½29¾Fª÷³®¸ô¥|¬q477«Ñ10¸¹","121.231786","24.912145"
"®ç¶é¥«¥­Âí°ÏÃö·Ý¦è¸ô¤G¸¹","®ç¶é¥«¥­Âí°Ï·s¶Q¨½12¾FÃö·Ý¦è¸ô2¸¹","121.218110","24.930450"
"®ç¶é¥«¥­Âí°ÏÃö·Ý¦è¸ô¤T¤K«Ñ¤­¤G¸¹","®ç¶é¥«¥­Âí°Ï·s¶Q¨½11¾FÃö·Ý¦è¸ô38«Ñ52¸¹","121.216708","24.929063"
"®ç¶é¥«¥­Âí°Ï¨|¹F¸ô¤G¤@¤E«Ñ¤G§Ë¤@¸¹","®ç¶é¥«¥­Âí°Ï¸q¿³¨½9¾F¨|¹F¸ô219«Ñ2§Ë1¸¹","121.207840","24.951109"
"®ç¶é¥«¥­Âí°Ï·s¿³¸ô¤@¤C¤C«Ñ¤@¤»¸¹","®ç¶é¥«¥­Âí°Ï¸q¿³¨½5¾F·s¿³¸ô177«Ñ16¸¹","121.208463","24.949422"
"®ç¶é¥«¥­Âí°Ï·s¿³¸ô¤@¤C¤C«Ñ¤G¥|§Ë¤K¸¹¤@¼Ó","®ç¶é¥«¥­Âí°Ï¸q¿³¨½5¾F·s¿³¸ô177«Ñ24§Ë8¸¹","121.208828","24.949394"
"®ç¶é¥«¥­Âí°Ï¿³¶©¸ô¤G¥|¤»¸¹","®ç¶é¥«¥­Âí°ÏÂí¿³¨½16¾F¿³¶©¸ô246¸¹","121.189514","24.898759"
"®ç¶é¥«¥­Âí°Ï¥Á±Ú¸ô?³s¤G¬q¤@¤»¤T¸¹","®ç¶é¥«¥­Âí°ÏÂù³s¨½20¾F¥Á±Ú¸ôÂù³s¤G¬q163¸¹","121.181789","24.958144"
"®ç¶é¥«®ç¶é°Ï¤¤¤s¸ô¢°¢¯¢¯¢¯¤§¢´¸¹¢°¢³¼Ó¤§¢´","®ç¶é¥«®ç¶é°Ï¤¤«H¨½25¾F¤¤¤s¸ô1000¤§5¸¹","121.285283","24.989446"
"®ç¶é¥«®ç¶é°Ï¤¤¤s¸ô¢°¢¯¢¯¢¯¤§¢´¸¹¢°¢´¼Ó¤§¢³","®ç¶é¥«®ç¶é°Ï¤¤«H¨½25¾F¤¤¤s¸ô1000¤§5¸¹","121.285283","24.989446"
"®ç¶é¥«®ç¶é°Ï¤¤¤s¸ô956«Ñ121¸¹","®ç¶é¥«®ç¶é°Ï¤¤«H¨½21¾F¤¤¤s¸ô956«Ñ121¸¹","121.284933","24.991567"
"®ç¶é¥«®ç¶é°Ï¤¤¤s¸ô¢¸¢´¢µ«Ñ¢¶¢°¸¹","®ç¶é¥«®ç¶é°Ï¤¤«H¨½20¾F¤¤¤s¸ô956«Ñ71¸¹","121.286011","24.990375"
"®ç¶é¥«®ç¶é°Ï¤¤¤s¸ô¢¸¢´¢µ«Ñ¢¸¢µ¸¹¢°¼Ó","®ç¶é¥«®ç¶é°Ï¤¤«H¨½21¾F¤¤¤s¸ô956«Ñ96¸¹","121.285611","24.990923"
"®ç¶é¥«®ç¶é°Ï¤¤¤s¸ô¤E¤­¤»«Ñ¤@¡³¤G¸¹","®ç¶é¥«®ç¶é°Ï¤¤«H¨½20¾F¤¤¤s¸ô956«Ñ24¤§1¸¹","121.287336","24.990014"
"®ç¶é¥«®ç¶é°Ï¤¤¤s¸ô¤E¤­¤»«Ñ¤E¤G¸¹","®ç¶é¥«®ç¶é°Ï¤¤«H¨½21¾F¤¤¤s¸ô956«Ñ92¸¹","121.285645","24.990796"
"®ç¶é¥«®ç¶é°Ï¤¤¤s¸ô¤E¤­¤»«Ñ¤E¤T¸¹¥|¡B¤­¼Ó","®ç¶é¥«®ç¶é°Ï¤¤«H¨½21¾F¤¤¤s¸ô956«Ñ93¸¹","121.285236","24.990770"
"®ç¶é¥«®ç¶é°Ï¤¤¤s¸ô¤E¤­¤»«Ñ¤E¤»¸¹¤G¼Ó","®ç¶é¥«®ç¶é°Ï¤¤«H¨½21¾F¤¤¤s¸ô956«Ñ96¸¹","121.285611","24.990923"
"®ç¶é¥«®ç¶é°Ï¦N¦wµó¤@¥|¤T¸¹","®ç¶é¥«®ç¶é°Ï¤¤¦¨¨½10¾F¦N¦wµó143¸¹","121.290912","25.004083"
"®ç¶é¥«®ç¶é°Ï©µ¹Øµó¤K¤E¸¹¤@¼Ó","®ç¶é¥«®ç¶é°Ï¤¤¸ô¨½2¾F©µ¹Øµó7¤§1¸¹","121.293411","24.991765"
"®ç¶é¥«®ç¶é°Ï®ç¼w¸ô¢°¢°¢²«Ñ¢²¢¶¤§¢°¸¹","®ç¶é¥«®ç¶é°Ï¤¤¼w¨½13¾F®ç¼w¸ô113«Ñ37¤§1¸¹","121.293581","24.967614"
"®ç¶é¥«®ç¶é°Ï®ç¼w¸ô39«Ñ55¸¹","®ç¶é¥«®ç¶é°Ï¤¤¼w¨½®ç¼w¸ô39«Ñ55¸¹","121.292900","24.965673"
"®ç¶é¥«®ç¶é°Ï¤¤¤s¸ô¢°¢¯¢¯¢¯¡Ð¢°¸¹¢°¼Ó¤§¢±","®ç¶é¥«®ç¶é°Ï¤¤«H¨½23¾F¤¤¤s¸ô1000¤§1¸¹","121.285459","24.989048"
"®ç¶é¥«®ç¶é°Ï¤¤¤s¸ô¢°¢¯¢¯¢¯¤§¢°¸¹¢¶¼Ó¤§¢±","®ç¶é¥«®ç¶é°Ï¤¤«H¨½23¾F¤¤¤s¸ô1000¤§1¸¹","121.285459","24.989048"
"®ç¶é¥«®ç¶é°Ï¤¤¤s¸ô¢°¢¯¢¯¢¯¸¹¢°¢²¼Ó¤§¢°¢±","®ç¶é¥«®ç¶é°Ï¤¤«H¨½22¾F¤¤¤s¸ô1000¸¹","121.285375","24.988722"
"®ç¶é¥«®ç¶é°Ï¤¤¤s¸ô¢°¢¯¢¯¢¯¸¹¢²¼Ó¤§¢´","®ç¶é¥«®ç¶é°Ï¤¤«H¨½22¾F¤¤¤s¸ô1000¸¹","121.285375","24.988722"
"®ç¶é¥«®ç¶é°Ï¤¤¤s¸ô¢°¢¯¢¯¢¯¸¹¢·¼Ó¤§¢²","®ç¶é¥«®ç¶é°Ï¤¤«H¨½22¾F¤¤¤s¸ô1000¸¹","121.285375","24.988722"
"®ç¶é¥«®ç¶é°Ï¥Ã¦w¸ô¤­¤T¤­«Ñ¤@¤G¸¹","®ç¶é¥«®ç¶é°Ï¤¤¦¨¨½6¾F¥Ã¦w¸ô535«Ñ12¸¹","121.294985","25.003909"
"®ç¶é¥«®ç¶é°Ï²ø¤Gµó¤@¤»¤»«Ñ¤T¥|¸¹","®ç¶é¥«®ç¶é°Ï¥_®H¨½11¾F²ø¤Gµó166«Ñ34¸¹","121.293167","25.024137"
"®ç¶é¥«®ç¶é°Ï·ç¼y¸ô¤T¤C¤C«Ñ¤»¸¹¤@¼Ó","®ç¶é¥«®ç¶é°Ï·ç¼y¨½6¾F·ç¼y¸ô377«Ñ6¸¹","121.291383","25.019121"
"®ç¶é¥«®ç¶é°Ï·R¤Qµó¤T¤T¸¹","®ç¶é¥«®ç¶é°Ïªø¦w¨½19¾F·R¤Qµó33¸¹","121.302274","25.005273"
"®ç¶é¥«®ç¶é°Ï¥É¤sµó150¸¹","®ç¶é¥«®ç¶é°Ï®õ¤s¨½16¾F¥É¤sµó150¸¹","121.300518","24.987730"
"®ç¶é¥«®ç¶é°Ï¥É¤sµó¢°¢¶¢µ¸¹¢°¼Ó","®ç¶é¥«®ç¶é°Ï®õ¤s¨½16¾F¥É¤sµó176¸¹","121.300519","24.986687"
"®ç¶é¥«®ç¶é°Ï¥É¤sµó¢°¢¶¢µ¸¹¢±¼Ó","®ç¶é¥«®ç¶é°Ï®õ¤s¨½16¾F¥É¤sµó176¸¹","121.300519","24.986687"
"®ç¶é¥«®ç¶é°Ï¥É¤sµó¤@¤K¤»¸¹","®ç¶é¥«®ç¶é°Ï®õ¤s¨½1¾F¥É¤sµó186¸¹","121.300328","24.985960"
"®ç¶é¥«®ç¶é°Ï¥É¤sµó¤@¤­¥|¸¹","®ç¶é¥«®ç¶é°Ï®õ¤s¨½16¾F¥É¤sµó154¸¹","121.300529","24.987588"
"®ç¶é¥«®ç¶é°Ï¥É¤sµó¤@¥|¤K¸¹","®ç¶é¥«®ç¶é°Ï®õ¤s¨½16¾F¥É¤sµó148¸¹","121.300491","24.987887"
"®ç¶é¥«®ç¶é°Ï¥É¤sµó¤G¤@¥|¸¹","®ç¶é¥«®ç¶é°Ï®õ¤s¨½1¾F¥É¤sµó214¸¹","121.299917","24.985158"
"®ç¶é¥«®ç¶é°Ï®õ¦¨¸ô¤»¤G«Ñ¤­¤G¡B¤­¥|¡B¤­¤»¸¹¤@¼Ó","®ç¶é¥«®ç¶é°Ï®õ¤s¨½6¾F®õ¦¨¸ô62«Ñ62¸¹","121.297351","24.988893"
"®ç¶é¥«®ç¶é°Ï®õ¦¨¸ô¤»¤G«Ñ¤­¤­¸¹","®ç¶é¥«®ç¶é°Ï®õ¤s¨½6¾F®õ¦¨¸ô62«Ñ55¸¹","121.297660","24.988704"
"®ç¶é¥«®ç¶é°Ï®õ¦¨¸ô¤»¤G«Ñ¤­¥|¡B¤­¤»¸¹¤G¼Ó","®ç¶é¥«®ç¶é°Ï®õ¤s¨½6¾F®õ¦¨¸ô62«Ñ62¸¹","121.297351","24.988893"
"®ç¶é¥«®ç¶é°Ï®õ¦¨¸ô¤»¤G«Ñ¥|¤K¸¹","®ç¶é¥«®ç¶é°Ï®õ¤s¨½6¾F®õ¦¨¸ô62«Ñ48¸¹","121.297568","24.989109"
"®ç¶é¥«®ç¶é°Ï¼é¬wµó¤@¤K¡B¤G¡³¸¹","®ç¶é¥«®ç¶é°Ï®õ¤s¨½3¾F¼é¬wµó6¤§2¸¹","121.300324","24.987045"
"®ç¶é¥«®ç¶é°Ï¼é¬wµó¤K¡B¤@¡³¸¹","®ç¶é¥«®ç¶é°Ï®õ¤s¨½3¾F¼é¬wµó6¤§2¸¹","121.300324","24.987045"
"®ç¶é¥«®ç¶é°Ï¼é¬wµó¤»¤G¸¹","®ç¶é¥«®ç¶é°Ï®õ¤s¨½3¾F¼é¬wµó62¸¹","121.299518","24.987792"
"®ç¶é¥«®ç¶é°Ï¼é¬wµó¤»¤K¡B¤C¢¯¸¹","®ç¶é¥«®ç¶é°Ï®õ¤s¨½3¾F¼é¬wµó6¤§2¸¹","121.300324","24.987045"
"®ç¶é¥«®ç¶é°Ï¼é¬wµó¤»¤§¤T¸¹","®ç¶é¥«®ç¶é°Ï®õ¤s¨½3¾F¼é¬wµó10¤§1¸¹","121.300127","24.987016"
"®ç¶é¥«®ç¶é°Ï¼é¬wµó¥|¤G¸¹","®ç¶é¥«®ç¶é°Ï®õ¤s¨½3¾F¼é¬wµó42¸¹","121.299683","24.987325"
"®ç¶é¥«®ç¶é°Ï¤¤¤s¸ô¤G¤­¤G¤§¤G¸¹¤T¼Ó","®ç¶é¥«®ç¶é°Ï¥Á¥Í¨½5¾F¤¤¤s¸ô1¤§1¸¹","121.313096","24.995248"
"®ç¶é¥«®ç¶é°Ï¤j¦³¸ô¢µ¢°¸¹","®ç¶é¥«®ç¶é°Ï¤T¤¸¨½6¾F¤j¦³¸ô61¸¹","121.323077","25.003024"
"®ç¶é¥«®ç¶é°Ï¤j¦³¸ô¤»¤T¸¹","®ç¶é¥«®ç¶é°Ï¤T¤¸¨½6¾F¤j¦³¸ô63¸¹","121.323025","25.003416"
"®ç¶é¥«®ç¶é°Ï¤¤¥¿¤Tµó¤T¤G¤C«Ñ¤G¸¹","®ç¶é¥«®ç¶é°Ïªø¼w¨½19¾F¤¤¥¿¤Tµó327«Ñ2¸¹","121.299817","25.000964"
"®ç¶é¥«®ç¶é°Ï¤¤¥¿¤­µó¤@¤@¤»¸¹","®ç¶é¥«®ç¶é°Ïªø¼w¨½1¾F¤¤¥¿¤­µó116¸¹","121.302854","25.006353"
"®ç¶é¥«®ç¶é°Ï¥Ã¦w¸ô¤­¡³¤»¸¹¤@¼Ó","®ç¶é¥«®ç¶é°Ïªø¬ü¨½6¾F¥Ã¦w¸ô13¤§1¸¹","121.310050","24.995359"
"®ç¶é¥«®ç¶é°Ï·R¤Cµó¤G¸¹¤@¼Ó","®ç¶é¥«®ç¶é°Ïªø¼w¨½9¾F·R¤Cµó2¸¹","121.301025","25.004265"
"®ç¶é¥«®ç¶é°Ïª÷ªù¥|µó¥|¤G¸¹","®ç¶é¥«®ç¶é°Ï¤jÂ×¨½7¾Fª÷ªù¥|µó12¤§1¸¹","121.313762","24.983173"
"®ç¶é¥«®ç¶é°Ï¬K¤é¸ô¤@¡³¤­¤@«Ñ¤G¸¹¤@¼Ó","®ç¶é¥«®ç¶é°Ï¤j¿³¨½10¾F¬K¤é¸ô1051«Ñ2¸¹","121.309380","25.011738"
"®ç¶é¥«®ç¶é°Ï¬K¤é¸ô¤@¤G¤G¤@¸¹","®ç¶é¥«®ç¶é°Ï¬K¤é¨½18¾F¬K¤é¸ô1221¸¹","121.308729","25.016208"
"®ç¶é¥«®ç¶é°Ï¬K¤é¸ô¤K¥|¥|¸¹","®ç¶é¥«®ç¶é°Ï¤j¿³¨½5¾F¬K¤é¸ô844¸¹","121.309401","25.014586"
"®ç¶é¥«®ç¶é°Ï°·¦æ¸ô¤T¤­¸¹","®ç¶é¥«®ç¶é°Ï¨X¬w¨½11¾F°·¦æ¸ô45¤§1¸¹","121.309528","25.022195"
"®ç¶é¥«®ç¶é°ÏºÖ¤sµó¤@¤@¤@¸¹¤@¼Ó","®ç¶é¥«®ç¶é°Ï¤j¿³¨½16¾FºÖ¤sµó111¸¹","121.310890","25.014954"
